path,target
/home/xkukht01/Dev/SUR/data/target_train/m431_02_p01_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_p03_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_r07_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_r10_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_p04_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_r06_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_r09_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_p02_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_p05_i0_0.wav,1
/home/xkukht01/Dev/SUR/data/target_train/m431_02_r08_i0_0.wav,1
